Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Bidar,7,GEN,Karnataka,N.Dharam Singh,Indian National Congress,"14,70,507","7,79,256",53.00%,"39,619",5.10%,2009
Bijapur,4,SC,Karnataka,Jigajinagi Ramesh Chandappa,Bharatiya Janta Party,"13,73,604","6,49,623",47.30%,"42,404",6.50%,2009
Bijnor,4,GEN,Uttar Pradesh [2000 Onwards],Sanjay Singh Chauhan,Rashtriya Lok Dal,"12,87,070","7,07,792",55.00%,"28,430",4.00%,2009
Bikaner,2,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,"13,81,203","5,69,941",41.30%,"19,575",3.40%,2009
Bilaspur,5,GEN,Chhattisgarh,Dilip Singh Judev,Bharatiya Janta Party,"14,72,793","7,70,089",52.30%,"20,139",2.60%,2009
Birbhum,42,GEN,West Bengal,Satabdi Roy,All India Trinamool Congress,"12,21,893","10,17,879",83.30%,"61,519",6.00%,2009
Bishnupur,37,SC,West Bengal,Susmita Bauri,Communist Party Of India (MARXIST),"12,37,948","10,54,282",85.20%,"1,29,366",12.30%,2009
Bolangir,10,GEN,Orissa,Kalikesh Narayan Singh Deo,Biju Janata Dal,"14,43,484","10,11,776",70.10%,"90,835",9.00%,2009
Bolpur,41,SC,West Bengal,Doctor Ram Chandra Dome,Communist Party Of India (MARXIST),"13,07,730","10,79,122",82.50%,"1,26,882",11.80%,2009
Bulandshahr,14,SC,Uttar Pradesh [2000 Onwards],Kamlesh,Samajwadi Party,"14,82,749","6,68,557",45.10%,"66,065",9.90%,2009
Buldhana,5,GEN,Maharashtra,Jadhav Prataprao Ganpatrao,Shiv Sena,"13,82,736","8,53,885",61.80%,"28,078",3.30%,2009
Burdwan - Durgapur,39,GEN,West Bengal,Sk. Saidul Haque,Communist Party Of India (MARXIST),"13,53,380","11,36,226",84.00%,"1,08,237",9.50%,2009
Buxar,33,GEN,Bihar [2000 Onwards],Jagada Nand Singh,Rashtriya Janata Dal,"13,40,892","6,23,629",46.50%,"2,238",0.40%,2009
Chalakudy,11,GEN,Kerala,K.P. Dhanapalan,Indian National Congress,"10,75,390","7,94,306",73.90%,"71,679",9.00%,2009
Chamarajanagar,22,SC,Karnataka,R.Dhruvanarayana,Indian National Congress,"14,33,825","9,73,651",67.90%,"4,002",0.40%,2009
Chandauli,76,GEN,Uttar Pradesh [2000 Onwards],Ramkishun,Samajwadi Party,"14,46,259","6,70,998",46.40%,459,0.10%,2009
Chandigarh,1,GEN,Chandigarh,Pawan Kumar Bansal,Indian National Congress,"5,24,444","3,43,579",65.50%,"58,967",17.20%,2009
Chandni Chowk,1,GEN,Delhi [1977 Onwards],Kapil Sibal,Indian National Congress,"14,13,535","7,80,507",55.20%,"2,00,710",25.70%,2009
Chandrapur,13,GEN,Maharashtra,Ahir Hansaraj Gangaram,Bharatiya Janta Party,"15,36,352","8,98,509",58.50%,"32,495",3.60%,2009
Chatra,4,GEN,Jharkhand,Inder Singh Namdhari,Independent,"10,37,665","4,73,936",45.70%,"16,178",3.40%,2009
Chelvella,10,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,"16,81,664","10,84,394",64.50%,"18,532",1.70%,2009
Chennai Central,4,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,"10,00,705","6,10,372",61.00%,"33,454",5.50%,2009
Chennai North,2,GEN,Tamil Nadu,Elangovan T.K.S,Dravida Munetra Kazhagam,"10,16,663","6,59,927",64.90%,"19,153",2.90%,2009
Chennai South,3,GEN,Tamil Nadu,Rajendran C,All India Anna Dravida Munnetra Kazhagam,"11,62,062","7,28,118",62.70%,"32,935",4.50%,2009
Chhindwara,16,GEN,Madhya Pradesh [2000 Onwards],Kamal Nath,Indian National Congress,"11,54,249","8,29,304",71.90%,"1,21,220",14.60%,2009
Chhota Udaipur,21,ST,Gujarat,Rathwa Ramsingbhai Patalbhai,Bharatiya Janta Party,"14,12,306","7,65,220",54.20%,"26,998",3.50%,2009
Chidambaram,27,SC,Tamil Nadu,"Thirumaavalavan, Thol",Viduthalai Chiruthaigal Katchi,"11,26,828","8,69,428",77.20%,"99,083",11.40%,2009
Chikkballapur,27,GEN,Karnataka,M.Veerappa Moily,Indian National Congress,"14,37,155","9,78,715",68.10%,"51,381",5.20%,2009
Chikkodi,1,GEN,Karnataka,Katti Ramesh Vishwanath,Bharatiya Janta Party,"12,84,427","8,68,001",67.60%,"55,287",6.40%,2009
Chitradurga,18,SC,Karnataka,Janardhana Swamy,Bharatiya Janta Party,"15,34,169","8,36,390",54.50%,"1,35,571",16.20%,2009
Chittoor,42,SC,Andhra Pradesh,Naramalli Sivaprasad,Telugu Desam,"12,91,921","10,45,061",80.90%,"10,659",1.00%,2009
Chittorgarh,21,GEN,Rajasthan,(Dr.)Girija Vyas,Indian National Congress,"16,01,444","7,95,308",49.70%,"72,778",9.20%,2009
Churu,3,GEN,Rajasthan,Ram Singh Kaswan,Bharatiya Janta Party,"15,32,266","8,02,665",52.40%,"12,440",1.50%,2009
Coimbatore,20,GEN,Tamil Nadu,Natarajan.P.R.,Communist Party Of India (MARXIST),"11,63,781","8,25,118",70.90%,"38,664",4.70%,2009
Cooch Behar,1,SC,West Bengal,Nripendra Nath Roy,All India Forward Bloc,"13,29,086","11,22,253",84.40%,"33,749",3.00%,2009
Cuddalore,26,GEN,Tamil Nadu,Alagiri S,Indian National Congress,"9,86,030","7,50,000",76.10%,"23,532",3.10%,2009
Cuttack,14,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,"12,83,576","8,13,330",63.40%,"2,36,292",29.10%,2009
Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,"1,50,704","1,10,363",73.20%,618,0.60%,2009
Dahod,19,ST,Gujarat,Dr. Prabha Kishor Taviad,Indian National Congress,"11,94,821","5,34,414",44.70%,"58,536",11.00%,2009
Dakshina Kannada,17,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,"13,64,641","10,16,135",74.50%,"40,420",4.00%,2009
Daman & Diu,1,GEN,Daman & Diu,Lalubhai Patel,Bharatiya Janta Party,"95,382","68,023",71.30%,"24,838",36.50%,2009
Damoh,7,GEN,Madhya Pradesh [2000 Onwards],Shivraj Bhaiya,Bharatiya Janta Party,"13,57,985","5,99,295",44.10%,"70,877",11.80%,2009
Darbhanga,14,GEN,Bihar [2000 Onwards],Kirti Azad,Bharatiya Janta Party,"13,07,067","5,45,726",41.80%,"46,453",8.50%,2009
Darjeeling,4,GEN,West Bengal,Jaswant Singh,Bharatiya Janta Party,"12,15,464","9,67,400",79.60%,"2,53,289",26.20%,2009
Dausa,11,ST,Rajasthan,Kirodi Lal,Independent,"13,15,810","8,41,583",64.00%,"1,37,759",16.40%,2009
Davanagere,13,GEN,Karnataka,G.M. Siddeswara,Bharatiya Janta Party,"13,44,920","9,07,281",67.50%,"2,024",0.20%,2009
Deoria,66,GEN,Uttar Pradesh [2000 Onwards],Gorakh Prasad Jaiswal,Bahujan Samaj Party,"15,80,745","7,15,579",45.30%,"41,779",5.80%,2009
Dewas,21,SC,Madhya Pradesh [2000 Onwards],Sajjan Singh Verma,Indian National Congress,"12,97,313","7,87,381",60.70%,"15,457",2.00%,2009
Dhanbad,7,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,"18,06,475","8,13,521",45.00%,"58,047",7.10%,2009
Dhar,25,ST,Madhya Pradesh [2000 Onwards],Gajendra Singh Rajukhedi,Indian National Congress,"11,97,172","6,54,832",54.70%,"2,661",0.40%,2009
Dharmapuri,10,GEN,Tamil Nadu,Thamaraiselvan. R,Dravida Munetra Kazhagam,"10,69,601","7,78,634",72.80%,"1,35,942",17.50%,2009
Dharwad,11,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,"14,11,500","7,98,496",56.60%,"1,37,663",17.20%,2009
Dhaurahra,29,GEN,Uttar Pradesh [2000 Onwards],Kunwar Jitin Prasad,Indian National Congress,"12,69,584","7,59,548",59.80%,"1,84,509",24.30%,2009
Dhenkanal,9,GEN,Orissa,Tathagata Satpathy,Biju Janata Dal,"12,83,608","8,56,631",66.70%,"1,86,587",21.80%,2009
Dhubri,4,GEN,Assam,Badruddin Ajmal,Assam United Democratic Front,"13,71,949","10,46,985",76.30%,"1,84,419",17.60%,2009
Dhule,2,GEN,Maharashtra,Sonawane Pratap Narayanrao,Bharatiya Janta Party,"15,75,227","6,70,487",42.60%,"19,419",2.90%,2009
Diamond Harbour,21,GEN,West Bengal,Somendra Nath Mitra,All India Trinamool Congress,"13,02,398","10,54,561",81.00%,"1,51,689",14.40%,2009
Dibrugarh,13,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,"11,14,965","7,50,734",67.30%,"35,143",4.70%,2009
Dindigul,22,GEN,Tamil Nadu,Chitthan N S V,Indian National Congress,"10,85,696","8,21,253",75.60%,"54,347",6.60%,2009
Dindori,20,ST,Maharashtra,Chavan Harishchandra Deoram,Bharatiya Janta Party,"14,32,938","6,81,629",47.60%,"37,347",5.50%,2009
Domariyaganj,60,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Indian National Congress,"14,99,679","7,36,139",49.10%,"76,566",10.40%,2009
Dum Dum,16,GEN,West Bengal,Sougata Ray,All India Trinamool Congress,"12,12,220","9,76,769",80.60%,"20,478",2.10%,2009
Dumka,2,ST,Jharkhand,Shibu Soren,Jharkhand Mukti Morcha,"11,28,361","6,22,736",55.20%,"18,812",3.00%,2009
Durg,7,GEN,Chhattisgarh,Saroj Pandey,Bharatiya Janta Party,"16,20,400","9,05,900",55.90%,"9,954",1.10%,2009
East Delhi,3,GEN,Delhi [1977 Onwards],Sandeep Dikshit,Indian National Congress,"16,04,795","8,57,422",53.40%,"2,41,053",28.10%,2009
Eluru,27,GEN,Andhra Pradesh,Kavuri Sambasiva Rao,Indian National Congress,"12,75,575","10,84,439",85.00%,"42,783",3.90%,2009
Ernakulam,12,GEN,Kerala,Prof. K V Thomas,Indian National Congress,"10,23,053","7,45,856",72.90%,"11,790",1.60%,2009
Erode,17,GEN,Tamil Nadu,Ganeshamurthi.A.,Marumalarchi Dravida Munnetra Kazhagam,"10,10,079","7,68,476",76.10%,"49,336",6.40%,2009
Etah,22,GEN,Uttar Pradesh [2000 Onwards],Kalyan Singh R O Madholi,Independent,"12,78,295","5,68,046",44.40%,"1,28,268",22.60%,2009
Etawah,41,SC,Uttar Pradesh [2000 Onwards],Premdas,Samajwadi Party,"14,16,867","6,38,202",45.00%,"46,746",7.30%,2009
Faizabad,54,GEN,Uttar Pradesh [2000 Onwards],Nirmal Khatri,Indian National Congress,"15,00,160","7,49,262",50.00%,"54,228",7.20%,2009
Faridabad,10,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,"11,03,046","6,24,896",56.70%,"68,201",10.90%,2009
Faridkot,9,SC,Punjab,Paramjit Kaur Gulshan,Shiromani Akali Dal,"12,88,090","9,30,521",72.20%,"62,042",6.70%,2009
Farrukhabad,40,GEN,Uttar Pradesh [2000 Onwards],Salman Khursheed,Indian National Congress,"13,06,214","6,11,143",46.80%,"27,199",4.50%,2009
Fatehgarh Sahib,8,SC,Punjab,Sukhdev Singh,Indian National Congress,"12,07,556","8,38,150",69.40%,"34,299",4.10%,2009
Fatehpur,49,GEN,Uttar Pradesh [2000 Onwards],Rakesh Sachan,Samajwadi Party,"15,36,621","6,94,396",45.20%,"52,228",7.50%,2009
Fatehpur Sikri,19,GEN,Uttar Pradesh [2000 Onwards],Seema Upadhyay,Bahujan Samaj Party,"13,45,742","6,95,511",51.70%,"9,936",1.40%,2009
Ferozpur,10,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,"13,42,488","9,56,952",71.30%,"21,071",2.20%,2009
Firozabad,20,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,"14,22,243","6,84,881",48.20%,"67,301",9.80%,2009
Gadchiroli-Chimur,12,ST,Maharashtra,Kowase Marotrao Sainuji,Indian National Congress,"12,85,387","8,37,822",65.20%,"28,580",3.40%,2009
Gandhinagar,6,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,"15,55,709","7,91,098",50.90%,"1,21,747",15.40%,2009
Ganganagar,1,SC,Rajasthan,Bharat Ram Meghwal,Indian National Congress,"14,91,983","9,10,531",61.00%,"1,40,668",15.40%,2009
Garhwal,2,GEN,Uttarakhand,Satpal Maharaj,Indian National Congress,"10,92,282","5,39,608",49.40%,"17,397",3.20%,2009
Gauhati,7,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,"17,23,860","11,09,000",64.30%,"11,855",1.10%,2009
Gautam Buddh Nagar,13,GEN,Uttar Pradesh [2000 Onwards],Surendra Singh Nagar,Bahujan Samaj Party,"15,22,397","7,38,929",48.50%,"15,904",2.20%,2009
Gaya,38,SC,Bihar [2000 Onwards],Hari Manjhi,Bharatiya Janta Party,"13,29,192","5,63,429",42.40%,"62,453",11.10%,2009
Ghatal,32,GEN,West Bengal,Gurudas Das Gupta,Communist Party Of India,"13,54,861","11,70,375",86.40%,"1,47,184",12.60%,2009
Ghaziabad,12,GEN,Uttar Pradesh [2000 Onwards],Rajnath Singh,Bharatiya Janta Party,"18,31,688","8,30,144",45.30%,"90,681",10.90%,2009
Ghazipur,75,GEN,Uttar Pradesh [2000 Onwards],Radhey Mohan Singh,Samajwadi Party,"15,27,723","7,70,622",50.40%,"69,309",9.00%,2009
Ghosi,70,GEN,Uttar Pradesh [2000 Onwards],Dara Singh Chauhan,Bahujan Samaj Party,"16,93,231","7,65,689",45.20%,"60,945",8.00%,2009
Giridih,6,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,"13,46,527","6,19,311",46.00%,"94,738",15.30%,2009
Godda,3,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,"14,12,253","7,97,695",56.50%,"6,407",0.80%,2009
Gonda,59,GEN,Uttar Pradesh [2000 Onwards],Beni Prasad Verma,Indian National Congress,"13,41,455","6,05,257",45.10%,"23,675",3.90%,2009
Gopalganj,17,SC,Bihar [2000 Onwards],Purnmasi Ram,Janata Dal (United),"13,49,072","5,04,611",37.40%,"42,472",8.40%,2009
Gorakhpur,64,GEN,Uttar Pradesh [2000 Onwards],Adityanath,Bharatiya Janta Party,"16,96,474","7,48,613",44.10%,"2,20,271",29.40%,2009
Gulbarga,5,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,"15,43,771","7,59,481",49.20%,"13,404",1.80%,2009
Guna,4,GEN,Madhya Pradesh [2000 Onwards],Jyotiraditya Scindia,Indian National Congress,"12,02,772","6,50,328",54.10%,"2,49,737",38.40%,2009
Guntur,30,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,"13,65,177","10,49,921",76.90%,"39,355",3.70%,2009
Gurdaspur,1,GEN,Punjab,Partap Singh Bajwa,Indian National Congress,"13,18,967","9,33,323",70.80%,"8,342",0.90%,2009
Gurgaon,9,GEN,Haryana,Inderjit Singh,Indian National Congress,"12,44,437","7,56,205",60.80%,"84,864",11.20%,2009
Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Yashodhara Raje Scindia,Bharatiya Janta Party,"14,20,728","5,84,165",41.10%,"26,591",4.60%,2009
Hajipur,21,SC,Bihar [2000 Onwards],Ram Sundar Das,Janata Dal (United),"13,27,075","5,55,110",41.80%,"37,954",6.80%,2009
Hamirpur,3,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,"11,87,377","6,99,687",58.90%,"72,732",10.40%,2009
Hamirpur,47,GEN,Uttar Pradesh [2000 Onwards],Vijay Bahadur Singh,Bahujan Samaj Party,"14,98,840","6,99,687",46.70%,"25,502",3.60%,2009
Hardoi,31,SC,Uttar Pradesh [2000 Onwards],Usha Verma,Samajwadi Party,"14,16,949","5,75,093",40.60%,"92,935",16.20%,2009
Hardwar,5,GEN,Uttarakhand,Harish Rawat,Indian National Congress,"12,94,280","7,88,217",60.90%,"1,27,412",16.20%,2009
Hassan,16,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),"14,17,213","9,80,318",69.20%,"2,91,113",29.70%,2009
Hathras,16,SC,Uttar Pradesh [2000 Onwards],Sarika Singh,Rashtriya Lok Dal,"14,37,725","6,48,539",45.10%,"36,852",5.70%,2009
Hatkanangle,48,GEN,Maharashtra,Shetti Raju Alias Devappa Anna,Swabhimani Paksha,"14,58,560","9,78,507",67.10%,"95,060",9.70%,2009
Haveri,10,GEN,Karnataka,Udasi Shivkumar Chanabasappa,Bharatiya Janta Party,"13,71,763","8,72,262",63.60%,"87,920",10.10%,2009
Hazaribagh,14,GEN,Jharkhand,Yashwant Sinha,Bharatiya Janta Party,"13,01,651","6,90,936",53.10%,"40,164",5.80%,2009
Hindupur,37,GEN,Andhra Pradesh,Kristappa Nimmala,Telugu Desam,"13,77,610","10,28,974",74.70%,"22,835",2.20%,2009
Hingoli,15,GEN,Maharashtra,Subhash Bapurao Wankhede,Shiv Sena,"13,69,774","8,17,580",59.70%,"73,634",9.00%,2009
Hisar,4,GEN,Haryana,Bhajan Lal S/o Kheraj,Haryana Janhit Congress (BL),"11,94,689","8,28,704",69.40%,"6,983",0.80%,2009
Hooghly,28,GEN,West Bengal,Dr. Ratna De (Nag),All India Trinamool Congress,"14,05,684","11,63,978",82.80%,"81,523",7.00%,2009
Hoshangabad,17,GEN,Madhya Pradesh [2000 Onwards],Uday Pratap Singh,Indian National Congress,"12,97,404","7,12,284",54.90%,"19,245",2.70%,2009
Hoshiarpur,5,SC,Punjab,Santosh Chowdhary,Indian National Congress,"12,99,234","8,43,123",64.90%,366,0.00%,2009
Howrah,25,GEN,West Bengal,Ambica Banerjee,All India Trinamool Congress,"13,44,746","9,94,315",73.90%,"37,392",3.80%,2009
Hyderabad,9,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,"13,93,242","7,30,544",52.40%,"1,13,865",15.60%,2009
Idukki,13,GEN,Kerala,Adv. P.T Thomas,Indian National Congress,"10,62,849","7,87,236",74.10%,"74,796",9.50%,2009
Indore,26,GEN,Madhya Pradesh [2000 Onwards],Sumitra Mahajan (Tai),Bharatiya Janta Party,"15,70,094","7,97,171",50.80%,"11,480",1.40%,2009
Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,"8,26,755","5,83,323",70.60%,"30,960",5.30%,2009
Jabalpur,13,GEN,Madhya Pradesh [2000 Onwards],Rakesh Singh,Bharatiya Janta Party,"14,46,345","6,33,495",43.80%,"1,06,003",16.70%,2009
Jadavpur,22,GEN,West Bengal,Kabir Suman,All India Trinamool Congress,"13,31,537","10,85,301",81.50%,"56,267",5.20%,2009
Jagatsinghpur,16,SC,Orissa,Bibhu Prasad Tarai,Communist Party Of India,"14,55,406","9,82,922",67.50%,"76,735",7.80%,2009
Jahanabad,36,GEN,Bihar [2000 Onwards],Jagdish Sharma,Janata Dal (United),"12,76,912","5,99,175",46.90%,"21,327",3.60%,2009
Jaipur,7,GEN,Rajasthan,Mahesh Joshi,Indian National Congress,"16,84,541","8,12,957",48.30%,"16,099",2.00%,2009
Jaipur Rural,6,GEN,Rajasthan,Lal Chand Kataria,Indian National Congress,"14,44,949","6,87,165",47.60%,"52,237",7.60%,2009
Jajpur,8,SC,Orissa,Mohan Jena,Biju Janata Dal,"12,27,088","8,17,649",66.60%,"1,27,747",15.60%,2009
Jalandhar,4,SC,Punjab,Mohinder Singh Kaypee,Indian National Congress,"13,39,842","8,99,607",67.10%,"36,445",4.10%,2009
Jalaun,45,SC,Uttar Pradesh [2000 Onwards],Ghansyam Anuragi,Samajwadi Party,"16,84,988","7,97,588",47.30%,"11,409",1.40%,2009
Jalgaon,3,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,"15,49,391","6,56,612",42.40%,"96,020",14.60%,2009
Jalna,18,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,"14,26,255","7,97,213",55.90%,"8,482",1.10%,2009
Jalore,18,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,"15,20,957","5,77,810",38.00%,"49,805",8.60%,2009
Jalpaiguri,3,SC,West Bengal,Mahendra Kumar Roy,Communist Party Of India (MARXIST),"12,52,142","10,32,242",82.40%,"88,371",8.60%,2009
Jammu,6,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,"17,19,897","8,42,899",49.00%,"1,21,373",14.40%,2009
Jamnagar,12,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,"12,98,599","5,94,603",45.80%,"26,418",4.40%,2009
Jamshedpur,9,GEN,Jharkhand,Arjun Munda,Bharatiya Janta Party,"13,80,279","7,05,570",51.10%,"1,19,663",17.00%,2009
Jamui,40,SC,Bihar [2000 Onwards],Bhudeo Choudhary,Janata Dal (United),"14,04,016","5,35,288",38.10%,"29,797",5.60%,2009
Jangipur,9,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,"10,87,054","9,34,813",86.00%,"1,28,149",13.70%,2009
Janjgir-Champa,3,SC,Chhattisgarh,Shrimati Kamla Devi Patle,Bharatiya Janta Party,"15,18,450","7,37,608",48.60%,"87,211",11.80%,2009
Jaunpur,73,GEN,Uttar Pradesh [2000 Onwards],Dhananjay Singh,Bahujan Samaj Party,"16,62,127","7,63,987",46.00%,"80,351",10.50%,2009
Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"14,47,157","8,72,015",60.30%,"52,841",6.10%,2009
Jhanjharpur,7,GEN,Bihar [2000 Onwards],Mangani Lal Mandal,Janata Dal (United),"14,18,977","6,07,835",42.80%,"72,709",12.00%,2009
Jhansi,46,GEN,Uttar Pradesh [2000 Onwards],Pradeep Kumar Jain (Aditya),Indian National Congress,"15,62,082","8,61,858",55.20%,"47,670",5.50%,2009
Jhargram,33,ST,West Bengal,Pulin Bihari Baske,Communist Party Of India (MARXIST),"12,41,574","9,58,825",77.20%,"2,92,345",30.50%,2009
Jhunjhunu,4,GEN,Rajasthan,Sheesh Ram Ola,Indian National Congress,"14,32,581","6,03,278",42.10%,"65,332",10.80%,2009
Jodhpur,16,GEN,Rajasthan,Chandresh Kumari,Indian National Congress,"15,06,821","6,84,623",45.40%,"98,329",14.40%,2009
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"11,82,349","7,65,059",64.70%,"71,914",9.40%,2009
Joynagar,19,SC,West Bengal,Dr. Tarun Mondal,Independent,"11,43,640","9,15,801",80.10%,"53,705",5.90%,2009
Junagadh,13,GEN,Gujarat,Solanki Dinubhai Boghabhai,Bharatiya Janta Party,"13,13,064","7,60,085",57.90%,"13,759",1.80%,2009
Kachchh,1,SC,Gujarat,Jat Poonamben Veljibhai,Bharatiya Janta Party,"13,25,614","5,64,099",42.60%,"71,343",12.60%,2009
Kadapa,38,GEN,Andhra Pradesh,Y.S. Jagan Mohan Reddy,Indian National Congress,"13,47,716","10,31,800",76.60%,"1,78,846",17.30%,2009
Kairana,2,GEN,Uttar Pradesh [2000 Onwards],Tabassum Begum,Bahujan Samaj Party,"12,82,551","7,25,359",56.60%,"22,463",3.10%,2009
Kaiserganj,57,GEN,Uttar Pradesh [2000 Onwards],Brijbhushan Sharan Singh,Samajwadi Party,"13,76,267","5,65,673",41.10%,"72,199",12.80%,2009
Kakinada,23,GEN,Andhra Pradesh,M.M.Pallamraju,Indian National Congress,"12,65,094","9,67,545",76.50%,"34,044",3.50%,2009
Kalahandi,11,GEN,Orissa,Bhakta Charan Das,Indian National Congress,"14,21,959","9,80,310",68.90%,"1,54,037",15.70%,2009
Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,"13,48,371","9,61,183",71.30%,"1,51,989",15.80%,2009
Kallakurichi,14,GEN,Tamil Nadu,Sankar Adhi,Dravida Munetra Kazhagam,"11,06,352","8,57,618",77.50%,"3,57,571",41.70%,2009
Kalyan,24,GEN,Maharashtra,Anand Prakash Paranjape,Shiv Sena,"15,88,507","5,44,851",34.30%,"24,202",4.40%,2009
Kancheepuram,6,SC,Tamil Nadu,Viswanathan.P,Indian National Congress,"10,60,188","7,87,177",74.30%,"13,103",1.70%,2009
Kandhamal,13,GEN,Orissa,Rudramadhab Ray,Biju Janata Dal,"10,65,279","7,08,100",66.50%,"1,51,007",21.30%,2009
Kangra,1,GEN,Himachal Pradesh,Dr. Rajan Sushant,Bharatiya Janta Party,"12,00,165","6,62,248",55.20%,"20,779",3.10%,2009
Kanker,11,ST,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,"12,96,734","7,42,076",57.20%,"19,288",2.60%,2009
Kannauj,42,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,"15,04,276","7,41,965",49.30%,"1,15,864",15.60%,2009
Kanniyakumari,39,GEN,Tamil Nadu,Helen Davidson J,Dravida Munetra Kazhagam,"11,78,047","7,66,034",65.00%,"65,687",8.60%,2009
Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,"10,69,725","8,67,040",81.10%,"43,151",5.00%,2009
Kanpur,43,GEN,Uttar Pradesh [2000 Onwards],Sri Prakash Jaiswal,Indian National Congress,"13,90,055","5,12,917",36.90%,"18,906",3.70%,2009
Kanthi,31,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,"12,49,775","11,24,817",90.00%,"1,29,103",11.50%,2009
Karakat,35,GEN,Bihar [2000 Onwards],Mahabali Singh,Janata Dal (United),"13,86,634","5,77,454",41.60%,"20,483",3.50%,2009
Karauli-Dholpur,10,SC,Rajasthan,Khiladi Lal Bairwa,Indian National Congress,"13,03,196","4,87,218",37.40%,"29,723",6.10%,2009
Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,"10,68,811","6,85,740",64.20%,"7,920",1.20%,2009
Karimnagar,3,GEN,Andhra Pradesh,Ponnam Prabhakar,Indian National Congress,"14,96,211","9,91,417",66.30%,"50,243",5.10%,2009
Karnal,5,GEN,Haryana,Arvind Kumar Sharma,Indian National Congress,"12,16,977","8,11,067",66.70%,"76,346",9.40%,2009
Karur,23,GEN,Tamil Nadu,Thambidurai.M,All India Anna Dravida Munnetra Kazhagam,"10,12,924","8,25,860",81.50%,"47,254",5.70%,2009
Kasaragod,1,GEN,Kerala,P Karunakaran,Communist Party Of India (MARXIST),"11,13,892","8,48,205",76.20%,"64,427",7.60%,2009
Katihar,11,GEN,Bihar [2000 Onwards],Nikhil Kumar Choudhary,Bharatiya Janta Party,"12,72,769","7,24,942",57.00%,"14,015",1.90%,2009
Kaushambi,50,SC,Uttar Pradesh [2000 Onwards],Shailendra Kumar,Samajwadi Party,"13,91,312","5,51,342",39.60%,"55,789",10.10%,2009
Kendrapara,15,GEN,Orissa,Baijayant Panda,Biju Janata Dal,"14,34,425","9,82,950",68.50%,"1,27,107",12.90%,2009
